id,user,date,pc,activity
E10176,U185,2024-01-08 06:14:28.992242,PC-185,Logon
E10177,U185,2024-01-08 13:38:52.407169,PC-185,Logoff
E10194,U186,2024-01-08 06:18:11.133315,PC-186,Logon
E10195,U186,2024-01-08 13:41:04.067052,PC-186,Logoff
E10212,U187,2024-01-08 21:52:00.000000,PC-187,Logon
E10213,U187,2024-01-09 05:50:39.824072,PC-187,Logoff
E10222,U188,2024-01-08 23:10:00.000000,PC-188,Logon
E10223,U188,2024-01-09 07:42:55.878735,PC-188,Logoff
E10247,U189,2024-01-08 07:21:56.558796,PC-189,Logon
E10248,U189,2024-01-08 16:15:17.573086,PC-189,Logoff
E10260,U190,2024-01-08 06:02:56.842941,PC-190,Logon
E10261,U190,2024-01-08 15:49:23.638228,PC-190,Logoff
E10272,U191,2024-01-08 07:48:20.347524,PC-191,Logon
E10273,U191,2024-01-08 14:40:20.402156,PC-191,Logoff
E10285,U192,2024-01-08 06:34:07.914148,PC-192,Logon
E10286,U192,2024-01-08 13:19:46.882697,PC-192,Logoff
E10306,U193,2024-01-08 06:10:29.564202,PC-193,Logon
E10307,U193,2024-01-08 14:17:11.749823,PC-193,Logoff
E10322,U194,2024-01-08 07:18:01.459501,PC-194,Logon
E10323,U194,2024-01-08 14:11:24.880243,PC-194,Logoff
E10344,U195,2024-01-08 06:12:33.971984,PC-195,Logon
E10345,U195,2024-01-08 14:01:46.392383,PC-195,Logoff
E10360,U196,2024-01-08 06:00:17.526432,PC-196,Logon
E10361,U196,2024-01-08 12:42:42.219257,PC-196,Logoff
E10369,U197,2024-01-08 06:52:26.409142,PC-197,Logon
E10370,U197,2024-01-08 15:36:46.978166,PC-197,Logoff
E10389,U198,2024-01-08 07:32:15.399816,PC-198,Logon
E10390,U198,2024-01-08 14:59:32.967878,PC-198,Logoff
E10406,U199,2024-01-08 12:30:00.000000,PC-199,Logon
E10407,U199,2024-01-08 21:05:33.980251,PC-199,Logoff
E10431,U100,2024-01-09 06:59:44.762473,PC-100,Logon
E10432,U100,2024-01-09 15:29:27.056386,PC-100,Logoff
E10449,U101,2024-01-09 20:15:00.000000,PC-101,Logon
E10450,U101,2024-01-10 03:44:04.305519,PC-101,Logoff
E10461,U102,2024-01-09 06:55:22.870923,PC-102,Logon
E10462,U102,2024-01-09 14:33:45.183688,PC-102,Logoff
E10475,U103,2024-01-09 06:52:58.253259,PC-103,Logon
E10476,U103,2024-01-09 14:50:25.542933,PC-103,Logoff
E10492,U104,2024-01-09 06:04:43.309983,PC-104,Logon
E10493,U104,2024-01-09 12:27:29.076129,PC-104,Logoff
E10513,U105,2024-01-09 07:19:01.598436,PC-105,Logon
E10514,U105,2024-01-09 16:17:58.195022,PC-105,Logoff
E10531,U106,2024-01-09 06:47:30.274034,PC-106,Logon
E10532,U106,2024-01-09 14:23:09.038638,PC-106,Logoff
E10541,U107,2024-01-09 02:19:00.000000,PC-107,Logon
E10542,U107,2024-01-09 09:24:16.755001,PC-107,Logoff
E10564,U108,2024-01-09 07:46:57.572456,PC-108,Logon
E10565,U108,2024-01-09 14:14:57.808940,PC-108,Logoff
E10584,U109,2024-01-09 07:42:36.989693,PC-109,Logon
E10585,U109,2024-01-09 15:41:34.187529,PC-109,Logoff
E10603,U110,2024-01-09 07:45:03.715196,PC-110,Logon
E10604,U110,2024-01-09 15:01:49.919257,PC-110,Logoff
E10622,U111,2024-01-09 05:33:00.000000,PC-111,Logon
E10623,U111,2024-01-09 15:39:58.065237,PC-111,Logoff
E10633,U112,2024-01-09 13:31:00.000000,PC-112,Logon
E10634,U112,2024-01-09 21:30:00.628938,PC-112,Logoff
E10657,U113,2024-01-09 07:12:31.530083,PC-113,Logon
E10658,U113,2024-01-09 14:28:57.890588,PC-113,Logoff
E10672,U114,2024-01-09 08:39:00.000000,PC-114,Logon
E10673,U114,2024-01-09 15:37:58.641820,PC-114,Logoff
E10694,U115,2024-01-09 06:05:58.686726,PC-115,Logon
E10695,U115,2024-01-09 14:08:05.612888,PC-115,Logoff
E10706,U116,2024-01-09 07:17:57.889216,PC-116,Logon
E10707,U116,2024-01-09 15:48:42.152775,PC-116,Logoff
E10725,U117,2024-01-09 07:29:04.024202,PC-117,Logon
E10726,U117,2024-01-09 15:52:59.522135,PC-117,Logoff
E10744,U118,2024-01-09 06:01:43.501035,PC-118,Logon
E10745,U118,2024-01-09 13:34:17.138958,PC-118,Logoff
E10767,U119,2024-01-09 07:07:43.896430,PC-119,Logon
E10768,U119,2024-01-09 14:48:29.791112,PC-119,Logoff
E10781,U120,2024-01-09 06:00:54.447837,PC-120,Logon
E10782,U120,2024-01-09 15:15:23.208469,PC-120,Logoff
E10797,U121,2024-01-09 07:49:59.426072,PC-121,Logon
E10798,U121,2024-01-09 14:43:54.671643,PC-121,Logoff
E10817,U122,2024-01-09 07:31:26.669971,PC-122,Logon
E10818,U122,2024-01-09 15:05:04.963279,PC-122,Logoff
E10840,U123,2024-01-09 07:46:39.927032,PC-123,Logon
E10841,U123,2024-01-09 15:15:52.861770,PC-123,Logoff
E10861,U124,2024-01-09 06:07:27.958559,PC-124,Logon
E10862,U124,2024-01-09 13:50:37.962958,PC-124,Logoff
E10875,U125,2024-01-09 07:13:48.010751,PC-125,Logon
E10876,U125,2024-01-09 14:52:29.266900,PC-125,Logoff
E10895,U126,2024-01-09 07:05:13.766108,PC-126,Logon
E10896,U126,2024-01-09 16:24:03.320235,PC-126,Logoff
E10919,U127,2024-01-09 06:00:27.452149,PC-127,Logon
E10920,U127,2024-01-09 14:12:43.215828,PC-127,Logoff
E10939,U128,2024-01-09 07:15:01.821588,PC-128,Logon
E10940,U128,2024-01-09 15:12:08.008984,PC-128,Logoff
E10953,U129,2024-01-09 07:55:03.184617,PC-129,Logon
E10954,U129,2024-01-09 15:47:58.211339,PC-129,Logoff
E10967,U130,2024-01-09 06:18:43.185179,PC-130,Logon
E10968,U130,2024-01-09 11:53:03.672949,PC-130,Logoff
E10976,U131,2024-01-09 06:02:20.078558,PC-131,Logon
E10977,U131,2024-01-09 13:32:03.055099,PC-131,Logoff
E10994,U132,2024-01-09 06:16:27.370975,PC-132,Logon
E10995,U132,2024-01-09 15:03:31.510022,PC-132,Logoff
E11006,U133,2024-01-09 06:53:00.000000,PC-133,Logon
E11007,U133,2024-01-09 15:40:37.594589,PC-133,Logoff
E11018,U134,2024-01-09 21:33:00.000000,PC-134,Logon
E11019,U134,2024-01-10 04:36:55.028345,PC-134,Logoff
E11037,U135,2024-01-09 19:44:00.000000,PC-135,Logon
E11038,U135,2024-01-10 02:48:23.089889,PC-135,Logoff
E11060,U136,2024-01-09 07:37:04.751404,PC-136,Logon
E11061,U136,2024-01-09 16:28:31.409451,PC-136,Logoff
E11083,U137,2024-01-09 07:15:37.569312,PC-137,Logon
E11084,U137,2024-01-09 15:29:46.636789,PC-137,Logoff
E11097,U138,2024-01-09 07:44:12.230503,PC-138,Logon
E11098,U138,2024-01-09 15:23:07.889668,PC-138,Logoff
E11112,U139,2024-01-09 07:31:25.606085,PC-139,Logon
E11113,U139,2024-01-09 18:47:33.984214,PC-139,Logoff
E11133,U140,2024-01-09 06:02:32.932088,PC-140,Logon
E11134,U140,2024-01-09 13:07:16.111367,PC-140,Logoff
E11141,U141,2024-01-09 06:51:55.983227,PC-141,Logon
E11142,U141,2024-01-09 15:59:53.326602,PC-141,Logoff
E11161,U142,2024-01-09 06:50:17.681041,PC-142,Logon
E11162,U142,2024-01-09 14:45:44.403857,PC-142,Logoff
E11170,U143,2024-01-09 21:26:00.000000,PC-143,Logon
E11171,U143,2024-01-10 06:49:36.726226,PC-143,Logoff
E11187,U144,2024-01-09 07:37:50.876682,PC-144,Logon
E11188,U144,2024-01-09 12:34:14.490184,PC-144,Logoff
E11197,U145,2024-01-09 06:56:04.431834,PC-145,Logon
E11198,U145,2024-01-09 16:53:16.945007,PC-145,Logoff
E11223,U146,2024-01-09 07:28:24.628752,PC-146,Logon
E11224,U146,2024-01-09 15:27:56.545998,PC-146,Logoff
E11233,U147,2024-01-09 06:28:36.180519,PC-147,Logon
E11234,U147,2024-01-09 15:43:56.474197,PC-147,Logoff
E11248,U148,2024-01-09 06:12:12.915753,PC-148,Logon
E11249,U148,2024-01-09 15:15:58.918463,PC-148,Logoff
E11269,U149,2024-01-09 07:47:54.900963,PC-149,Logon
E11270,U149,2024-01-09 14:58:27.785353,PC-149,Logoff
E11276,U150,2024-01-09 22:20:00.000000,PC-150,Logon
E11277,U150,2024-01-10 05:54:54.495680,PC-150,Logoff
E11293,U151,2024-01-09 06:37:45.894467,PC-151,Logon
E11294,U151,2024-01-09 15:36:22.460250,PC-151,Logoff
E11306,U152,2024-01-09 03:00:00.000000,PC-152,Logon
E11307,U152,2024-01-09 08:52:22.312121,PC-152,Logoff
E11321,U153,2024-01-09 01:57:00.000000,PC-153,Logon
E11322,U153,2024-01-09 09:27:44.942449,PC-153,Logoff
E11344,U154,2024-01-09 17:01:00.000000,PC-154,Logon
E11345,U154,2024-01-10 00:13:04.175612,PC-154,Logoff
E11352,U155,2024-01-09 12:30:00.000000,PC-155,Logon
E11353,U155,2024-01-09 18:48:50.590309,PC-155,Logoff
E11366,U156,2024-01-09 07:19:02.385539,PC-156,Logon
E11367,U156,2024-01-09 15:06:44.110042,PC-156,Logoff
E11389,U157,2024-01-09 06:41:26.665304,PC-157,Logon
E11390,U157,2024-01-09 14:18:16.536300,PC-157,Logoff
E11409,U158,2024-01-09 07:22:46.908406,PC-158,Logon
E11410,U158,2024-01-09 14:58:04.854515,PC-158,Logoff
E11427,U159,2024-01-09 06:43:50.421812,PC-159,Logon
E11428,U159,2024-01-09 13:41:23.399774,PC-159,Logoff
E11447,U160,2024-01-09 06:00:01.104416,PC-160,Logon
E11448,U160,2024-01-09 14:13:16.341700,PC-160,Logoff
E11460,U161,2024-01-09 07:50:58.018887,PC-161,Logon
E11461,U161,2024-01-09 16:57:43.152295,PC-161,Logoff
E11485,U162,2024-01-09 08:27:00.000000,PC-162,Logon
E11486,U162,2024-01-09 16:08:34.201893,PC-162,Logoff
E11509,U163,2024-01-09 15:07:00.000000,PC-163,Logon
E11510,U163,2024-01-09 23:03:47.722543,PC-163,Logoff
E11518,U164,2024-01-09 07:14:00.000000,PC-164,Logon
E11519,U164,2024-01-09 15:48:20.720321,PC-164,Logoff
E11529,U165,2024-01-09 07:21:30.980585,PC-165,Logon
E11530,U165,2024-01-09 14:23:13.250428,PC-165,Logoff
E11543,U166,2024-01-09 07:22:34.742676,PC-166,Logon
E11544,U166,2024-01-09 15:02:07.761162,PC-166,Logoff
E11564,U167,2024-01-09 07:58:00.000000,PC-167,Logon
E11565,U167,2024-01-09 16:41:11.585082,PC-167,Logoff
E11577,U168,2024-01-09 06:43:40.853232,PC-168,Logon
E11578,U168,2024-01-09 14:12:20.310506,PC-168,Logoff
E11602,U169,2024-01-09 02:47:00.000000,PC-169,Logon
E11603,U169,2024-01-09 09:57:38.525925,PC-169,Logoff
E11617,U170,2024-01-09 06:08:19.865438,PC-170,Logon
E11618,U170,2024-01-09 13:55:53.563216,PC-170,Logoff
E11636,U171,2024-01-09 07:24:40.775678,PC-171,Logon
E11637,U171,2024-01-09 15:07:14.124651,PC-171,Logoff
E11649,U172,2024-01-09 06:46:35.830253,PC-172,Logon
E11650,U172,2024-01-09 13:05:52.092566,PC-172,Logoff
E11670,U173,2024-01-09 17:57:00.000000,PC-173,Logon
E11671,U173,2024-01-10 01:18:38.358010,PC-173,Logoff
E11679,U174,2024-01-09 07:59:13.111473,PC-174,Logon
E11680,U174,2024-01-09 15:18:43.295320,PC-174,Logoff
E11692,U175,2024-01-09 06:37:53.803978,PC-175,Logon
E11693,U175,2024-01-09 14:36:44.830793,PC-175,Logoff
E11712,U176,2024-01-09 07:12:30.859648,PC-176,Logon
E11713,U176,2024-01-09 14:49:37.100804,PC-176,Logoff
E11729,U177,2024-01-09 07:54:45.923667,PC-177,Logon
E11730,U177,2024-01-09 16:57:40.815719,PC-177,Logoff
E11742,U178,2024-01-09 07:36:25.910341,PC-178,Logon
E11743,U178,2024-01-09 15:56:45.852088,PC-178,Logoff
E11765,U179,2024-01-09 06:21:08.446299,PC-179,Logon
E11766,U179,2024-01-09 14:29:04.224734,PC-179,Logoff
E11773,U180,2024-01-09 21:51:00.000000,PC-180,Logon
E11774,U180,2024-01-10 04:43:24.845718,PC-180,Logoff
E11792,U181,2024-01-09 07:46:38.078323,PC-181,Logon
E11793,U181,2024-01-09 16:43:37.924699,PC-181,Logoff
E11811,U182,2024-01-09 07:10:26.306816,PC-182,Logon
E11812,U182,2024-01-09 14:39:37.958423,PC-182,Logoff
E11825,U183,2024-01-09 07:17:08.212679,PC-183,Logon
E11826,U183,2024-01-09 15:54:03.011121,PC-183,Logoff
E11848,U184,2024-01-09 06:59:54.713653,PC-184,Logon
E11849,U184,2024-01-09 15:10:50.543176,PC-184,Logoff
E11865,U185,2024-01-09 07:10:49.807917,PC-185,Logon
E11866,U185,2024-01-09 12:17:24.560213,PC-185,Logoff
E11889,U186,2024-01-09 07:30:12.547949,PC-186,Logon
E11890,U186,2024-01-09 14:37:58.418265,PC-186,Logoff
E11909,U187,2024-01-09 06:35:50.993785,PC-187,Logon
E11910,U187,2024-01-09 15:22:15.766954,PC-187,Logoff
E11922,U188,2024-01-09 22:05:00.000000,PC-188,Logon
E11923,U188,2024-01-10 07:10:50.324645,PC-188,Logoff
E11939,U189,2024-01-09 06:02:27.389365,PC-189,Logon
E11940,U189,2024-01-09 12:40:28.196710,PC-189,Logoff
E11955,U190,2024-01-09 06:07:40.225391,PC-190,Logon
E11956,U190,2024-01-09 14:08:46.560272,PC-190,Logoff
E11964,U191,2024-01-09 07:03:51.673282,PC-191,Logon
E11965,U191,2024-01-09 14:48:00.733710,PC-191,Logoff
E11978,U192,2024-01-09 07:23:22.898524,PC-192,Logon
E11979,U192,2024-01-09 15:46:30.199021,PC-192,Logoff
E11996,U193,2024-01-09 06:57:15.785356,PC-193,Logon
E11997,U193,2024-01-09 15:55:06.461687,PC-193,Logoff
E12010,U194,2024-01-09 07:28:54.397601,PC-194,Logon
E12011,U194,2024-01-09 14:26:43.059497,PC-194,Logoff
E12033,U195,2024-01-09 06:15:06.703157,PC-195,Logon
E12034,U195,2024-01-09 14:37:11.771877,PC-195,Logoff
E12042,U196,2024-01-09 06:36:19.291851,PC-196,Logon
E12043,U196,2024-01-09 15:07:27.341042,PC-196,Logoff
E12054,U197,2024-01-09 06:13:25.469666,PC-197,Logon
E12055,U197,2024-01-09 14:51:21.761868,PC-197,Logoff
E12069,U198,2024-01-09 07:50:23.192074,PC-198,Logon
E12070,U198,2024-01-09 16:54:42.810582,PC-198,Logoff
E12085,U199,2024-01-09 06:00:20.252203,PC-199,Logon
E12086,U199,2024-01-09 14:03:06.316804,PC-199,Logoff
E12103,U100,2024-01-10 07:06:46.467029,PC-100,Logon
E12104,U100,2024-01-10 13:47:19.338466,PC-100,Logoff
E12118,U101,2024-01-10 16:49:00.000000,PC-101,Logon
E12119,U101,2024-01-11 01:57:35.106756,PC-101,Logoff
E12140,U102,2024-01-10 07:45:30.901797,PC-102,Logon
E12141,U102,2024-01-10 17:02:51.418017,PC-102,Logoff
E12151,U103,2024-01-10 06:47:46.735217,PC-103,Logon
E12152,U103,2024-01-10 15:19:04.913248,PC-103,Logoff
E12168,U104,2024-01-10 06:24:08.813214,PC-104,Logon
E12169,U104,2024-01-10 13:46:39.120202,PC-104,Logoff
E12182,U105,2024-01-10 06:58:08.069617,PC-105,Logon
E12183,U105,2024-01-10 15:11:42.261236,PC-105,Logoff
E12198,U106,2024-01-10 07:44:27.744411,PC-106,Logon
E12199,U106,2024-01-10 15:03:49.105476,PC-106,Logoff
E12211,U107,2024-01-10 11:35:00.000000,PC-107,Logon
E12212,U107,2024-01-10 20:16:06.283812,PC-107,Logoff
E12232,U108,2024-01-10 07:59:18.221451,PC-108,Logon
E12233,U108,2024-01-10 15:05:41.787077,PC-108,Logoff
E12245,U109,2024-01-10 07:20:27.288271,PC-109,Logon
E12246,U109,2024-01-10 16:27:07.634764,PC-109,Logoff
E12270,U110,2024-01-10 13:34:00.000000,PC-110,Logon
E12271,U110,2024-01-10 18:59:35.621464,PC-110,Logoff
E12290,U111,2024-01-10 18:17:00.000000,PC-111,Logon
E12291,U111,2024-01-11 02:35:41.982047,PC-111,Logoff
E12301,U112,2024-01-10 09:05:00.000000,PC-112,Logon
E12302,U112,2024-01-10 15:42:00.589626,PC-112,Logoff
E12311,U113,2024-01-10 07:06:12.705662,PC-113,Logon
E12312,U113,2024-01-10 14:16:55.853137,PC-113,Logoff
E12330,U114,2024-01-10 07:19:41.876260,PC-114,Logon
E12331,U114,2024-01-10 15:17:10.929513,PC-114,Logoff
E12344,U115,2024-01-10 07:56:43.658007,PC-115,Logon
E12345,U115,2024-01-10 16:11:29.564712,PC-115,Logoff
E12363,U116,2024-01-10 07:14:19.036506,PC-116,Logon
E12364,U116,2024-01-10 16:35:51.208352,PC-116,Logoff
E12384,U117,2024-01-10 07:56:09.187318,PC-117,Logon
E12385,U117,2024-01-10 15:27:24.281533,PC-117,Logoff
E12404,U118,2024-01-10 07:42:52.932263,PC-118,Logon
E12405,U118,2024-01-10 16:17:49.414961,PC-118,Logoff
E12412,U119,2024-01-10 07:54:49.467344,PC-119,Logon
E12413,U119,2024-01-10 15:04:23.975173,PC-119,Logoff
E12434,U120,2024-01-10 06:17:23.102815,PC-120,Logon
E12435,U120,2024-01-10 15:37:50.155366,PC-120,Logoff
E12445,U121,2024-01-10 07:16:40.954414,PC-121,Logon
E12446,U121,2024-01-10 15:02:12.168905,PC-121,Logoff
E12453,U122,2024-01-10 07:22:01.303594,PC-122,Logon
E12454,U122,2024-01-10 17:27:10.035623,PC-122,Logoff
E12463,U123,2024-01-10 21:29:00.000000,PC-123,Logon
E12464,U123,2024-01-11 03:00:54.580780,PC-123,Logoff
E12476,U124,2024-01-10 06:12:01.652312,PC-124,Logon
E12477,U124,2024-01-10 15:14:04.504048,PC-124,Logoff
E12492,U125,2024-01-10 07:36:27.915548,PC-125,Logon
E12493,U125,2024-01-10 15:15:20.723648,PC-125,Logoff
E12503,U126,2024-01-10 16:44:00.000000,PC-126,Logon
E12504,U126,2024-01-11 00:57:13.312180,PC-126,Logoff
E12515,U127,2024-01-10 09:33:00.000000,PC-127,Logon
E12516,U127,2024-01-10 17:49:13.423470,PC-127,Logoff
E12526,U128,2024-01-10 06:49:52.546819,PC-128,Logon
E12527,U128,2024-01-10 15:41:20.884573,PC-128,Logoff
E12540,U129,2024-01-10 07:59:01.864070,PC-129,Logon
E12541,U129,2024-01-10 15:39:51.354616,PC-129,Logoff
E12553,U130,2024-01-10 07:29:09.227006,PC-130,Logon
E12554,U130,2024-01-10 15:51:11.813032,PC-130,Logoff
E12577,U131,2024-01-10 06:00:00.889096,PC-131,Logon
E12578,U131,2024-01-10 14:16:58.152200,PC-131,Logoff
E12586,U132,2024-01-10 07:33:29.918160,PC-132,Logon
E12587,U132,2024-01-10 15:35:01.561267,PC-132,Logoff
E12603,U133,2024-01-10 23:58:00.000000,PC-133,Logon
E12604,U133,2024-01-11 07:42:34.961592,PC-133,Logoff
E12618,U134,2024-01-10 02:42:00.000000,PC-134,Logon
E12619,U134,2024-01-10 09:07:29.237889,PC-134,Logoff
E12634,U135,2024-01-10 07:01:00.000000,PC-135,Logon
E12635,U135,2024-01-10 12:38:57.366635,PC-135,Logoff
E12658,U136,2024-01-10 07:57:50.961222,PC-136,Logon
E12659,U136,2024-01-10 14:28:55.774565,PC-136,Logoff
E12670,U137,2024-01-10 06:50:38.387189,PC-137,Logon
E12671,U137,2024-01-10 15:11:44.601953,PC-137,Logoff
E12681,U138,2024-01-10 07:02:22.973137,PC-138,Logon
E12682,U138,2024-01-10 13:21:42.875087,PC-138,Logoff
E12695,U139,2024-01-10 06:04:10.911459,PC-139,Logon
E12696,U139,2024-01-10 13:21:57.319457,PC-139,Logoff
E12715,U140,2024-01-10 07:58:40.454415,PC-140,Logon
E12716,U140,2024-01-10 14:49:38.241033,PC-140,Logoff
E12737,U141,2024-01-10 07:48:39.037678,PC-141,Logon
E12738,U141,2024-01-10 15:06:58.612863,PC-141,Logoff
E12750,U142,2024-01-10 06:57:00.803314,PC-142,Logon
E12751,U142,2024-01-10 14:23:51.838186,PC-142,Logoff
E12767,U143,2024-01-10 10:30:00.000000,PC-143,Logon
E12768,U143,2024-01-10 17:51:08.755613,PC-143,Logoff
E12782,U144,2024-01-10 01:51:00.000000,PC-144,Logon
E12783,U144,2024-01-10 08:36:21.341962,PC-144,Logoff
E12803,U145,2024-01-10 07:50:11.609401,PC-145,Logon
E12804,U145,2024-01-10 14:22:50.963590,PC-145,Logoff
E12828,U146,2024-01-10 06:41:04.989669,PC-146,Logon
E12829,U146,2024-01-10 15:06:53.218548,PC-146,Logoff
E12841,U147,2024-01-10 06:46:30.519614,PC-147,Logon
E12842,U147,2024-01-10 15:26:01.890949,PC-147,Logoff
E12868,U148,2024-01-10 14:39:00.000000,PC-148,Logon
E12869,U148,2024-01-10 22:36:26.664980,PC-148,Logoff
E12891,U149,2024-01-10 06:02:33.563929,PC-149,Logon
E12892,U149,2024-01-10 11:32:56.874553,PC-149,Logoff
E12916,U150,2024-01-10 11:22:00.000000,PC-150,Logon
E12917,U150,2024-01-10 18:46:45.746286,PC-150,Logoff
E12936,U151,2024-01-10 07:36:46.633900,PC-151,Logon
E12937,U151,2024-01-10 14:53:45.436904,PC-151,Logoff
E12950,U152,2024-01-10 11:19:00.000000,PC-152,Logon
E12951,U152,2024-01-10 19:58:37.464656,PC-152,Logoff
E12973,U153,2024-01-10 17:16:00.000000,PC-153,Logon
E12974,U153,2024-01-11 01:14:38.550938,PC-153,Logoff
E12990,U154,2024-01-10 07:49:42.945726,PC-154,Logon
E12991,U154,2024-01-10 15:44:13.392855,PC-154,Logoff
E13008,U155,2024-01-10 07:11:00.000000,PC-155,Logon
E13009,U155,2024-01-10 15:45:26.862208,PC-155,Logoff
E13027,U156,2024-01-10 07:20:19.067758,PC-156,Logon
E13028,U156,2024-01-10 13:50:40.876980,PC-156,Logoff
E13040,U157,2024-01-10 06:39:45.815845,PC-157,Logon
E13041,U157,2024-01-10 15:16:23.972550,PC-157,Logoff
E13058,U158,2024-01-10 07:03:19.992378,PC-158,Logon
E13059,U158,2024-01-10 16:23:13.367052,PC-158,Logoff
E13075,U159,2024-01-10 06:17:47.180645,PC-159,Logon
E13076,U159,2024-01-10 13:30:25.390679,PC-159,Logoff
E13086,U160,2024-01-10 07:31:51.133805,PC-160,Logon
E13087,U160,2024-01-10 15:04:34.280617,PC-160,Logoff
E13105,U161,2024-01-10 06:47:46.556766,PC-161,Logon
E13106,U161,2024-01-10 13:59:54.373606,PC-161,Logoff
E13123,U162,2024-01-10 09:53:00.000000,PC-162,Logon
E13124,U162,2024-01-10 17:39:17.798145,PC-162,Logoff
E13137,U163,2024-01-10 06:53:01.181692,PC-163,Logon
E13138,U163,2024-01-10 14:16:46.544566,PC-163,Logoff
E13151,U164,2024-01-10 06:05:02.557292,PC-164,Logon
E13152,U164,2024-01-10 13:32:08.475718,PC-164,Logoff
E13166,U165,2024-01-10 06:23:51.742708,PC-165,Logon
E13167,U165,2024-01-10 13:05:53.044581,PC-165,Logoff
E13187,U166,2024-01-10 07:19:14.404975,PC-166,Logon
E13188,U166,2024-01-10 15:41:50.362061,PC-166,Logoff
E13195,U167,2024-01-10 06:55:00.000000,PC-167,Logon
E13196,U167,2024-01-10 13:41:22.627835,PC-167,Logoff
E13218,U168,2024-01-10 07:16:11.185533,PC-168,Logon
E13219,U168,2024-01-10 15:33:14.898583,PC-168,Logoff
E13233,U169,2024-01-10 06:58:00.000000,PC-169,Logon
E13234,U169,2024-01-10 15:56:26.214911,PC-169,Logoff
E13250,U170,2024-01-10 07:51:50.252233,PC-170,Logon
E13251,U170,2024-01-10 14:23:43.870774,PC-170,Logoff
E13264,U171,2024-01-10 07:56:03.695381,PC-171,Logon
E13265,U171,2024-01-10 15:51:28.355016,PC-171,Logoff
E13284,U172,2024-01-10 06:16:14.583193,PC-172,Logon
E13285,U172,2024-01-10 15:31:05.116185,PC-172,Logoff
E13302,U173,2024-01-10 15:01:00.000000,PC-173,Logon
E13303,U173,2024-01-10 22:47:55.280254,PC-173,Logoff
E13313,U174,2024-01-10 07:03:26.169637,PC-174,Logon
E13314,U174,2024-01-10 17:02:07.279132,PC-174,Logoff
E13325,U175,2024-01-10 07:41:05.509536,PC-175,Logon
E13326,U175,2024-01-10 15:20:09.301185,PC-175,Logoff
E13344,U176,2024-01-10 07:35:43.328325,PC-176,Logon
E13345,U176,2024-01-10 16:32:39.130277,PC-176,Logoff
E13364,U177,2024-01-10 06:22:56.563699,PC-177,Logon
E13365,U177,2024-01-10 15:39:32.468550,PC-177,Logoff
E13383,U178,2024-01-10 06:56:11.706297,PC-178,Logon
E13384,U178,2024-01-10 14:15:19.252038,PC-178,Logoff
E13410,U179,2024-01-10 07:17:33.654655,PC-179,Logon
E13411,U179,2024-01-10 15:56:40.039026,PC-179,Logoff
E13426,U180,2024-01-10 07:31:00.000000,PC-180,Logon
E13427,U180,2024-01-10 14:55:26.884652,PC-180,Logoff
E13448,U181,2024-01-10 07:01:49.857744,PC-181,Logon
E13449,U181,2024-01-10 15:53:00.294036,PC-181,Logoff
E13469,U182,2024-01-10 07:40:24.368305,PC-182,Logon
E13470,U182,2024-01-10 14:56:05.543833,PC-182,Logoff
E13496,U183,2024-01-10 07:28:45.363475,PC-183,Logon
E13497,U183,2024-01-10 15:24:50.493645,PC-183,Logoff
E13505,U184,2024-01-10 06:38:52.362873,PC-184,Logon
E13506,U184,2024-01-10 14:30:23.610672,PC-184,Logoff
E13528,U185,2024-01-10 07:56:26.907754,PC-185,Logon
E13529,U185,2024-01-10 15:06:24.261404,PC-185,Logoff
E13553,U186,2024-01-10 07:37:43.143745,PC-186,Logon
E13554,U186,2024-01-10 15:29:05.176328,PC-186,Logoff
E13575,U187,2024-01-10 07:48:42.870004,PC-187,Logon
E13576,U187,2024-01-10 15:13:05.444857,PC-187,Logoff
E13585,U188,2024-01-10 04:48:00.000000,PC-188,Logon
E13586,U188,2024-01-10 11:40:19.296810,PC-188,Logoff
E13600,U189,2024-01-10 06:44:12.670349,PC-189,Logon
E13601,U189,2024-01-10 15:39:06.493214,PC-189,Logoff
E13618,U190,2024-01-10 06:58:29.664093,PC-190,Logon
E13619,U190,2024-01-10 14:32:05.463609,PC-190,Logoff
E13628,U191,2024-01-10 07:03:12.213158,PC-191,Logon
E13629,U191,2024-01-10 15:29:47.835187,PC-191,Logoff
E13649,U192,2024-01-10 07:27:44.221364,PC-192,Logon
E13650,U192,2024-01-10 15:14:19.238002,PC-192,Logoff
E13676,U193,2024-01-10 06:10:02.493308,PC-193,Logon
E13677,U193,2024-01-10 14:57:20.504051,PC-193,Logoff
E13687,U194,2024-01-10 07:20:29.400264,PC-194,Logon
E13688,U194,2024-01-10 15:29:33.823297,PC-194,Logoff
E13701,U195,2024-01-10 07:06:45.558532,PC-195,Logon
E13702,U195,2024-01-10 15:49:13.742141,PC-195,Logoff
E13726,U196,2024-01-10 07:26:47.521347,PC-196,Logon
E13727,U196,2024-01-10 16:50:54.039406,PC-196,Logoff
E13737,U197,2024-01-10 06:56:17.811233,PC-197,Logon
E13738,U197,2024-01-10 12:56:28.726666,PC-197,Logoff
E13753,U198,2024-01-10 07:45:38.316970,PC-198,Logon
E13754,U198,2024-01-10 17:29:25.780002,PC-198,Logoff
E13771,U199,2024-01-10 07:33:15.820564,PC-199,Logon
E13772,U199,2024-01-10 14:58:47.066633,PC-199,Logoff
